retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Apparel,54,83,4482,2151,48,Online
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Apparel,58,117,6786,3325,49,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,51,182,9282,4641,50,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,49,119,5831,2916,50,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Street Footwear,42,102,4284,1971,46,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,43,75,3225,1580,49,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Apparel,56,91,5096,2344,46,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Apparel,60,140,8400,4116,49,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Street Footwear,56,189,10584,5292,50,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,51,111,5661,2547,45,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Street Footwear,47,102,4794,2397,50,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,37,90,3330,1632,49,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Apparel,47,69,3243,1622,50,Online
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Apparel,52,113,5876,2938,50,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Men's Street Footwear,47,165,7755,3878,50,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,38,91,3458,1556,45,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Street Footwear,15,75,1125,529,47,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,14,65,910,428,47,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Men's Apparel,24,61,1464,717,49,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Apparel,29,94,2726,1336,49,Online
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Street Footwear,29,145,4205,1934,46,Online
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,19,85,1615,743,46,Online
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Street Footwear,19,60,1140,536,47,Online
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,47,893,429,48,Online
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Apparel,29,46,1334,654,49,Online
Foot Locker,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Apparel,28,90,2520,1210,48,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Street Footwear,23,122,2806,1319,47,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,14,72,1008,504,50,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Street Footwear,23,55,1265,633,50,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,54,83,4482,2151,48,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,68,70,4760,2190,46,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Apparel,73,88,6424,2955,46,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Street Footwear,66,150,9900,4950,50,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,59,120,7080,3540,50,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Street Footwear,58,95,5510,2535,46,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,59,90,5310,2390,45,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Apparel,64,81,5184,2592,50,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Apparel,68,112,7616,3503,46,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Street Footwear,38,138,5244,2570,49,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,37,80,2960,1184,40,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,27,83,2241,986,44,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,34,36,1224,490,40,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Apparel,48,44,2112,993,47,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,37,72,2664,1465,55,Online
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Street Footwear,37,158,5846,2923,50,Online
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,39,47,1833,807,44,Online
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Women's Street Footwear,29,59,1711,736,43,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33,25,825,363,44,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,48,46,2208,994,45,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,32,80,2560,1408,55,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,39,124,4836,2370,49,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,37,50,1850,777,42,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,27,59,1593,669,42,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33,23,759,334,44,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,47,31,1457,729,50,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,37,59,2183,1157,53,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,38,113,4294,1975,46,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,42,1638,672,41,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,29,45,1305,522,40,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,20,680,292,43,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,56,29,1624,747,46,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,48,61,2928,1552,53,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58,139,8062,3789,47,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45,60,2700,1215,45,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,46,1978,831,42,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43,26,1118,503,45,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,51,38,1938,969,50,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,58,68,3944,2011,51,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,41,135,5535,2546,46,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,70,2730,1092,40,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,54,1728,743,43,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,32,49,1568,706,45,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,41,51,2091,941,45,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,50,94,4700,2491,53,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,47,154,7238,3329,46,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,44,81,3564,1604,45,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,37,61,2257,948,42,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38,44,1672,719,43,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,49,52,2548,1172,46,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,53,94,4982,2640,53,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,49,131,6419,3081,48,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,42,78,3276,1474,45,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,36,65,2340,936,40,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38,58,2204,948,43,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,47,46,2162,995,46,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,53,88,4664,2332,50,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,42,138,5796,2608,45,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,80,3120,1248,40,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,53,1696,678,40,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,39,1326,530,40,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,41,42,1722,861,50,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,46,65,2990,1495,50,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54,104,5616,2583,46,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41,75,3075,1292,42,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,42,1806,722,40,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43,36,1548,697,45,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,54,38,2052,964,47,Online
Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,55,70,3850,2118,55,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,53,104,5512,2701,49,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41,63,2583,1059,41,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,57,2451,1078,44,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43,44,1892,832,44,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,59,45,2655,1221,46,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,61,65,3965,1983,50,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58,140,8120,3735,46,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45,75,3375,1451,43,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,73,3285,1380,42,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,50,2250,1013,45,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,56,50,2800,1260,45,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,64,75,4800,2496,52,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,33,128,4224,1901,45,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32,74,2368,1042,44,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,74,1850,740,40,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,28,33,924,416,45,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,43,49,2107,1032,49,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,33,72,2376,1212,51,Online
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,34,152,5168,2326,45,Online
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,34,51,1734,746,43,Online
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24,68,1632,685,42,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,30,870,392,45,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,42,51,2142,1050,49,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,23,69,1587,809,51,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Street Footwear,29,134,3886,1826,47,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,27,58,1566,658,42,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,1064,447,42,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,22,550,231,42,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Apparel,36,36,1296,648,50,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Apparel,28,63,1764,917,52,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Street Footwear,28,113,3164,1550,49,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28,44,1232,530,43,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Street Footwear,19,41,779,327,42,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24,22,528,227,43,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Apparel,58,30,1740,835,48,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Apparel,49,68,3332,1766,53,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Street Footwear,55,129,7095,3406,48,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,41,54,2214,974,44,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Street Footwear,37,51,1887,811,43,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,36,26,936,412,44,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Apparel,46,31,1426,684,48,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Apparel,52,75,3900,1989,51,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Street Footwear,36,125,4500,2025,45,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32,65,2080,894,43,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Street Footwear,27,60,1620,648,40,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,51,1479,621,42,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Men's Apparel,38,47,1786,822,46,Online
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Apparel,51,91,4641,2506,54,Online
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Street Footwear,48,160,7680,3763,49,Online
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,44,84,3696,1589,43,Online
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Street Footwear,37,59,2183,873,40,Online
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,53,2014,866,43,Online
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Apparel,49,60,2940,1352,46,Online
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Apparel,54,98,5292,2858,54,Online
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Street Footwear,46,147,6762,3313,49,Online
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,42,90,3780,1512,40,Online
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Street Footwear,37,63,2331,956,41,Online
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,52,1976,810,41,Online
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Apparel,46,44,2024,931,46,Online
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Apparel,54,95,5130,2719,53,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Street Footwear,36,133,4788,2394,50,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34,72,2448,1053,43,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Street Footwear,27,51,1377,606,44,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,28,44,1232,505,41,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Apparel,36,42,1512,741,49,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Apparel,44,63,2772,1525,55,Online
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Street Footwear,49,116,5684,2671,47,Online
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,2628,1077,41,Online
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Street Footwear,39,39,1521,669,44,Online
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,33,1254,502,40,Online
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Apparel,45,34,1530,719,47,Online
Foot Locker,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Apparel,53,73,3869,2051,53,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Street Footwear,49,120,5880,2940,50,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,2628,1183,45,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Street Footwear,39,53,2067,909,44,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,39,47,1833,788,43,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Apparel,55,44,2420,1089,45,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Apparel,60,65,3900,1989,51,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Street Footwear,55,150,8250,3795,46,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46,75,3450,1553,45,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Street Footwear,48,73,3504,1577,45,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47,54,2538,1041,41,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Apparel,58,54,3132,1409,45,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Apparel,63,78,4914,2604,53,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Street Footwear,27,113,3051,1373,45,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29,70,2030,934,46,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Street Footwear,19,68,1292,581,45,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24,26,624,281,45,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Apparel,38,42,1596,1005,63,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Apparel,28,75,2100,1092,52,Online
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Men's Street Footwear,28,145,4060,1786,44,Online
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28,45,1260,580,46,Online
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,1064,436,41,Online
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,23,575,253,44,Online
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Men's Apparel,38,38,1444,939,65,Online
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Apparel,14,68,952,514,54,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Street Footwear,19,136,2584,1034,40,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,19,47,893,402,45,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Street Footwear,9,65,585,234,40,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,14,28,392,165,42,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Apparel,28,39,1092,699,64,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Apparel,20,68,1360,721,53,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Street Footwear,20,124,2480,1116,45,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,18,49,882,432,49,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Street Footwear,10,53,530,233,44,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,28,420,189,45,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Apparel,55,34,1870,1141,61,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Apparel,46,63,2898,1507,52,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Street Footwear,57,146,8322,3495,42,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,37,63,2331,1072,46,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Street Footwear,33,54,1782,731,41,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,33,34,1122,494,44,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Apparel,43,42,1806,1174,65,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Apparel,46,69,3174,1650,52,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Street Footwear,32,137,4384,1841,42,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,28,77,2156,1035,48,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Street Footwear,23,50,1150,518,45,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,24,44,1056,465,44,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Apparel,34,44,1496,957,64,Online
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Apparel,51,85,4335,2298,53,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Street Footwear,49,138,6762,2975,44,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,44,87,3828,1876,49,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Street Footwear,36,68,2448,1077,44,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,47,1739,713,41,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Apparel,46,60,2760,1656,60,Online
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Apparel,51,94,4794,2397,50,Online
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Street Footwear,49,131,6419,2696,42,Online
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,42,78,3276,1507,46,Online
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Street Footwear,39,61,2379,1023,43,Online
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,54,1998,819,41,Online
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Apparel,48,51,2448,1469,60,Online
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Apparel,53,98,5194,2857,55,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Street Footwear,34,133,4522,1809,40,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,27,77,2079,977,47,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Street Footwear,24,49,1176,470,40,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,23,38,874,393,45,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Apparel,34,45,1530,933,61,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Apparel,36,61,2196,1098,50,Online
